Channel_Name,Channel_Type,Rx_Frequency,Tx_Frequency,Bandwidth_kHz,State,RX_Tone,TX_Tone,Latitude,Longitude,Special
W9OG Evansville,Analogue,146.79,146.19,25,IN,88.5,88.5,38.154722,-87.549166,SKYWARN
KB9WSL Rochester,Analogue,146.805,146.205,25,IN,131.8,131.8,41.05059814,-86.1344986,SKYWARN
KC9MBX Napoleon,Analogue,146.805,146.205,25,IN,,,39.22358494,-85.25613131,SKYWARN
KC9SJJ Terre Hau,Analogue,146.805,146.205,25,IN,,,39.46670151,-87.41390228,
W9OBH Anderson,Analogue,146.82,146.22,25,IN,110.9,110.9,40.1053009,-85.68029785,SKYWARN
KB9JLE Frenchtow,Analogue,146.82,146.22,25,IN,,103.5,38.31691,-86.22033,SKYWARN
W9MID Greenwood,Analogue,146.835,146.235,25,IN,,151.4,39.59270096,-86.16139984,SKYWARN
WB9VRG Cedar Lak,Analogue,146.835,146.235,25,IN,,131.8,41.3647995,-87.44110107,
K9NZF Muncie,Analogue,146.85,146.25,25,IN,127.3,127.3,40.19340134,-85.38639832,SKYWARN
W9JBQ New Albany,Analogue,146.85,146.25,25,IN,,,38.28559875,-85.82409668,
W9SCA Sullivan,Analogue,146.85,146.25,25,IN,136.5,136.5,39.09338379,-87.40928649,
K9EOC Hortonvill,Analogue,146.865,146.265,25,IN,77,77,40.09768,-86.19339,
W9RCA Indianapol,Analogue,146.88,146.28,25,IN,88.5,88.5,39.76839828,-86.15799713,
W9INX Fort Wayne,Analogue,146.88,146.28,25,IN,141.3,141.3,41.079273,-85.1393513,SKYWARN
KB9SGN Gosport,Analogue,146.895,146.295,25,IN,,136.5,39.35089874,-86.66690063,
WA9JAY Portland,Analogue,146.895,146.295,25,IN,97.4,97.4,40.43450165,-84.97769928,
K9TSM Goshen,Analogue,146.895,146.295,25,IN,141.3,141.3,41.5891606,-85.8345639,
W9KRC Kokomo,Analogue,146.91,146.31,25,IN,173.8,173.8,40.4864006,-86.13359833,
W9TE Fort Wayne,Analogue,146.91,146.31,25,IN,141.3,141.3,41.13059998,-85.12889862,SKYWARN
KC9FTG Chrisney,Analogue,146.91,146.31,25,IN,,,38.01480103,-87.03639984,SKYWARN
W9TE Fort Wayne,Analogue,146.94,146.34,25,IN,141.3,141.3,41.07645,-85.045321,SKYWARN
K9IU Bloomington,Analogue,146.94,146.34,25,IN,136.5,136.5,39.1677028,-86.5237071,SKYWARN
N9LQP Greensburg,Analogue,146.955,146.355,25,IN,146.2,146.2,39.24788845,-85.59420766,SKYWARN
W9SMJ Galveston,Analogue,146.955,146.355,25,IN,131.8,131.8,40.57889938,-86.19029999,
W9ICE Indianapol,Analogue,146.97,146.37,25,IN,,107.2,39.89030075,-86.20549774,SKYWARN
KB9KYM Berne,Analogue,146.97,146.37,25,IN,97.4,97.4,40.642725,-84.953955,
K9DEW Warsaw,Analogue,146.985,146.385,25,IN,141.3,141.3,41.23809814,-85.85310364,SKYWARN
K9QZX Spencer,Analogue,146.985,146.385,25,IN,136.5,136.5,39.301,-86.761,SKYWARN
W9NTP Rushville,Analogue,147,147.6,25,IN,,127.3,39.60919952,-85.4464035,SKYWARN
W9LJ Merrillvill,Analogue,147,147.6,25,IN,131.8,131.8,41.46689987,-87.32679749,
W9UL Petersburg,Analogue,147,147.6,25,IN,107.2,107.2,38.38230133,-87.21279907,SKYWARN
N9HC Belleville,Analogue,147.015,147.615,25,IN,88.5,88.5,39.6772995,-86.48829651,
W9OU Altona,Analogue,147.015,147.615,12.5,IN,141.3,141.3,41.35102,-85.16579,SKYWARN
KB9LDZ Wabash,Analogue,147.03,147.63,25,IN,,131.8,40.833541,-85.799487,
KB9OHY Paoli,Analogue,147.045,147.645,25,IN,103.5,103.5,38.5074842,-86.51904736,SKYWARN
W9SMJ Frankfort,Analogue,147.045,147.645,25,IN,173.8,173.8,40.27949905,-86.51080322,SKYWARN
KA9QJG Hobart,Analogue,147.045,147.645,25,IN,131.8,131.8,41.54290009,-87.2641983,
K9PYI Martinsvil,Analogue,147.06,147.66,25,IN,,88.5,39.42779922,-86.42829895,SKYWARN
W9AYW Bluffton,Analogue,147.06,147.66,25,IN,,141.3,40.73870087,-85.17160034,SKYWARN
KC9SOC Boonville,Analogue,147.075,147.675,25,IN,,88.5,38.04919815,-87.27420044,
K9DYR Anderson,Analogue,147.09,147.69,25,IN,110.9,110.9,40.1053196,-85.6802541,
N9GVU Mishawaka,Analogue,147.09,147.69,25,IN,,131.8,41.66199875,-86.15859985,
N9GTO Lanesville,Analogue,147.09,147.69,25,IN,,151.4,38.214674,-85.938288,
N9HLL Lebanon,Analogue,147.105,147.705,25,IN,,77,40.04840088,-86.46920013,SKYWARN
W9IRA Indianapol,Analogue,147.12,147.72,25,IN,,88.5,39.82229996,-86.06569672,
W9ILS Vincennes,Analogue,147.12,147.72,25,IN,107.2,107.2,38.6772995,-87.5286026,
WI9RES West Lafa,Analogue,147.135,147.735,25,IN,131.8,131.8,40.4560054,-86.925328,
N9BCP Ligonier,Analogue,147.15,147.75,25,IN,97.4,97.4,41.46590042,-85.58750153,
K9ITK Terre Haut,Analogue,147.15,147.75,25,IN,88.5,88.5,39.43223077,-87.50470348,
KD9SZA Anderson,Analogue,147.15,147.75,25,IN,151.4,151.4,40.152429,-85.672784,
KO9F Montclair,Analogue,147.165,147.765,25,IN,88.5,88.5,39.79904,-86.568624,
AB9HP Ossian,Analogue,147.165,147.765,25,IN,,,40.878296,-85.165467,SKYWARN
KB9SJZ Richmond,Analogue,147.18,147.78,25,IN,82.5,82.5,39.80289841,-84.89510345,SKYWARN
W9VMW Logansport,Analogue,147.18,147.78,25,IN,173.8,173.8,40.75450134,-86.35669708,SKYWARN
K9IU Bloomington,Analogue,147.18,147.78,25,IN,136.5,136.5,39.16759872,-86.52380371,SKYWARN
W9EBN Marion,Analogue,147.195,147.795,25,IN,,141.3,40.5583992,-85.65910339,SKYWARN
KB9LHX Jasper,Analogue,147.195,147.795,25,IN,,107.2,38.40826932,-86.93892904,SKYWARN
W9FBZ Indianapol,Analogue,147.21,147.81,25,IN,88.5,88.5,39.766398,-86.129479,
K9HD Angola,Analogue,147.21,147.81,25,IN,97.4,97.4,41.63479996,-84.99939728,SKYWARN
W9AB South Bend,Analogue,147.225,147.825,25,IN,,131.8,41.6833992,-86.25,
W9KRC Kokomo,Analogue,147.24,147.84,25,IN,173.8,173.8,40.4864006,-86.13359833,
W9LJ Saint John,Analogue,147.24,147.84,25,IN,131.8,131.8,41.44660187,-87.47329712,
W9HD Cincinnati,Analogue,147.24,147.84,25,IN,,103.5,39.02140045,-86.72360229,SKYWARN
W9ZSK Martinsvil,Analogue,147.255,147.855,25,IN,88.5,88.5,39.434323,-86.416375,SKYWARN
KC9PQA Reynolds,Analogue,147.255,147.855,25,IN,131.8,131.8,40.749329,-86.873756,
N9MTF Columbia C,Analogue,147.27,147.87,25,IN,97.4,97.4,41.108358,-85.4883127,
K9WZ Plymouth,Analogue,147.285,147.885,25,IN,131.8,131.8,41.34370041,-86.30970001,SKYWARN
KB9GYO Lawrenceb,Analogue,147.285,147.885,25,IN,,146.2,39.09090042,-84.84999847,
N9NGA Loogootee,Analogue,147.285,147.885,25,IN,,107.2,38.67699814,-86.91419983,SKYWARN
WD9EXZ Wincheste,Analogue,147.3,147.9,25,IN,,110.9,40.17200089,-84.98139954,
W1EOC Nashville,Analogue,147.3,147.9,25,IN,,136.5,39.16638,-86.21638,SKYWARN
WA9IN Washington,Analogue,147.315,147.915,25,IN,,107.2,38.65919876,-87.17279816,
K9DC Indianapoli,Analogue,147.315,147.915,25,IN,94.8,94.8,39.76839828,-86.15799713,
WB9EOC Greencast,Analogue,147.33,147.93,25,IN,,,39.64450073,-86.86470032,
K9DEW Mishawaka,Analogue,147.33,147.93,25,IN,131.8,131.8,41.59049988,-86.15630341,
K9ZEV Peru,Analogue,147.345,147.945,25,IN,131.8,131.8,40.75370026,-86.06890106,SKYWARN
W9QR Spencervill,Analogue,147.36,147.96,25,IN,,141.3,41.28310013,-84.92189789,
KA9VXS West Lafa,Analogue,147.36,147.96,25,IN,173.8,173.8,40.4258686,-86.9080655,
W9KRC Kokomo,Analogue,147.375,147.975,25,IN,173.8,173.8,40.4864006,-86.13359833,
WB9AGX South Ben,Analogue,147.39,147.99,25,IN,,131.8,41.6833992,-86.25,
KN4TRV Jenkins,Analogue,144.94,147.44,25,KY,79.7,79.7,37.165133,-82.622599,SKYWARN
K4TG Lawrencebur,Analogue,145.11,144.51,25,KY,107.2,107.2,38.077332,-84.972201,
KM4JZX Mayfield,Analogue,145.11,144.51,25,KY,,179.9,36.7599595,-88.6444484,
KJ4VF Allen,Analogue,145.13,144.53,25,KY,,100,37.6113046,-82.7284921,
AC4DM Monticello,Analogue,145.15,144.55,25,KY,,77,36.82979965,-84.84909821,SKYWARN
K4PDM Pikeville,Analogue,145.15,144.55,25,KY,,127.3,37.47930145,-82.51879883,
KY4WHT Beaver Da,Analogue,145.17,144.57,25,KY,,136.5,37.4023,-86.8786,
AK4U Martin,Analogue,145.19,144.59,25,KY,,127.3,37.5437,-82.7076,
N1DTA Lebanon,Analogue,145.21,144.61,25,KY,,146.2,37.42610168,-85.27749634,
W4KBL Princeton,Analogue,145.23,144.63,25,KY,179.9,179.9,37.1358194,-87.8958841,SKYWARN
N4KJU Inez,Analogue,145.27,144.67,25,KY,,127.3,37.86650085,-82.5388031,
K4CAY Hickman,Analogue,145.27,144.67,25,KY,100,100,36.556893,-89.0346551,SKYWARN
KD4MTG Rosine,Analogue,145.27,144.67,25,KY,,77,37.45028,-86.74139,
KC4ZMZ Prospect,Analogue,145.28,144.68,25,KY,77,77,38.3407151,-85.6182937,
KC4TUK Stanton,Analogue,145.29,144.69,25,KY,,,37.84560013,-83.85829926,
KJ4HNC Uniontown,Analogue,145.29,144.69,25,KY,77,77,37.77529907,-87.93060303,SKYWARN
W4CDA Danville,Analogue,145.31,144.71,25,KY,,100,37.64559937,-84.77220154,
KY4ARC Prestonsb,Analogue,145.31,144.71,25,KY,,127.3,37.6957016,-82.78430176,
K4HY Owensboro,Analogue,145.33,144.73,25,KY,103.5,103.5,37.77190018,-87.11119843,SKYWARN
KY4WC Versailles,Analogue,145.33,144.73,25,KY,107.2,107.2,38.05329895,-84.71549988,
AJ4SI Dixon,Analogue,145.35,144.75,25,KY,,71.9,37.51779938,-87.69029999,
KM4IAL Whitesbur,Analogue,145.35,144.75,25,KY,,186.2,37.11840057,-82.82679749,SKYWARN
WX4HC Elizabetht,Analogue,145.35,144.75,25,KY,103.5,103.5,37.70000076,-85.90000153,SKYWARN
KE4YVD Richmond,Analogue,145.37,144.77,25,KY,192.8,192.8,37.7375748,-84.2991132,
KI4HUS Draffenvi,Analogue,145.39,144.79,25,KY,,118.8,36.91999817,-88.33679962,
KK4FJO Harrodsbu,Analogue,145.39,144.79,25,KY,107.2,107.2,37.7621994,-84.84320068,
KK4CZ Fairdale,Analogue,145.41,144.81,25,KY,151.4,151.4,38.08029938,-85.7881012,
WW4KY Walton,Analogue,145.42,144.82,25,KY,,,38.9033,-84.6087,
W4PRC Winchester,Analogue,145.43,144.83,25,KY,,203.5,37.96376,-84.10839,
W4RRA Agnes,Analogue,145.45,144.85,25,KY,77,77,37.04840088,-87.02030182,SKYWARN
KN4TRV Whitesbur,Analogue,145.46,144.86,25,KY,79.7,79.7,37.077713,-82.807732,
KB4KY Bardstown,Analogue,145.47,144.87,25,KY,151.4,151.4,37.872657,-85.371193,
K4NLT Hueysville,Analogue,145.47,144.87,25,KY,,79.7,37.49509811,-82.84359741,
WB4N Maysville,Analogue,145.47,144.87,25,KY,,,38.64120102,-83.74440002,
W4KVK Henderson,Analogue,145.49,144.89,25,KY,,103.5,37.83620071,-87.58999634,
K4HH Nicholasvil,Analogue,145.49,144.89,25,KY,,,37.88059998,-84.57299805,
WD4KWV Corbin,Analogue,146.61,146.01,25,KY,103.5,103.5,36.944813,-83.969498,
KC4FRA Madisonvi,Analogue,146.61,146.01,25,KY,,100,37.3280983,-87.49890137,
K8SCH Edgewood,Analogue,146.625,146.025,25,KY,123,123,39.013248,-84.561853,
KY4ARC Salyersvi,Analogue,146.625,146.025,25,KY,,127.3,37.759394,-83.064728,
WA4UXJ Cane Vall,Analogue,146.64,146.04,25,KY,,107.2,37.16669846,-85.31069946,
WM4MD Middlesbor,Analogue,146.64,146.04,25,KY,131.8,131.8,36.594279,-83.794765,
W4WSM Morgantown,Analogue,146.655,146.055,25,KY,100,100,37.22510147,-86.68289948,
KY4MT Hazard,Analogue,146.67,146.07,25,KY,,103.5,37.19200134,-83.18859863,SKYWARN
WA4FOB Magnolia,Analogue,146.67,146.07,25,KY,,77,37.44390106,-85.74359894,
NE4ST Georgetown,Analogue,146.685,146.085,25,KY,141.3,141.3,38.2799548,-84.5691225,SKYWARN
N4WJS Owensboro,Analogue,146.69,146.09,25,KY,,110.9,37.77190018,-87.11119843,
KY4KY Brooks,Analogue,146.7,146.1,25,KY,79.7,79.7,38.06359863,-85.73110199,SKYWARN
W4MSI Elkton,Analogue,146.7,146.1,25,KY,D115N,D115N,36.85071304,-87.1959773,SKYWARN
KF4OFT Berea,Analogue,146.715,146.115,25,KY,,100,37.52489853,-84.20110321,
KY4HC Hawesville,Analogue,146.715,146.115,25,KY,136.5,136.5,37.90010071,-86.75499725,
KM4OIN Slaughter,Analogue,146.73,146.13,25,KY,,82.5,37.512485,-87.493819,
K4KJQ Lexington,Analogue,146.76,146.16,25,KY,67,67,38.03939819,-84.4029007,SKYWARN
KF4CWK Dawson Sp,Analogue,146.775,146.175,25,KY,,,37.16730118,-87.69249725,
KA4OAK Middlesbo,Analogue,146.775,146.175,25,KY,,79.7,36.6072998,-83.71430206,
N1DTA Tompkinsvi,Analogue,146.775,146.175,25,KY,151.4,151.4,36.70230103,-85.69159698,
AE4SK Vanceburg,Analogue,146.775,146.175,25,KY,,100,38.5992012,-83.31880188,
AG4TY Liberty,Analogue,146.79,146.19,25,KY,79.7,79.7,37.300998,-84.903991,SKYWARN
WB4VOA Taylor Mi,Analogue,146.79,146.19,25,KY,123,123,39.03001135,-84.50581887,
W4CMR Irvine,Analogue,146.82,146.22,25,KY,,192.8,37.727271,-83.94465,SKYWARN
K4TG Lawrencebur,Analogue,146.835,146.235,25,KY,107.2,107.2,38.056527,-84.908392,
WA4YZY Pineville,Analogue,146.835,147.435,25,KY,123,123,36.7535114,-83.6975979,
K4TDO Hazard,Analogue,146.85,146.25,25,KY,77,77,37.24950027,-83.19319916,
KM4EOC Richmond,Analogue,146.865,146.265,25,KY,192.8,192.8,37.767073,-84.320018,
KN4ZYS Louisvill,Analogue,146.88,146.28,25,KY,,100,38.25270081,-85.75849915,
N4LCA Somerset,Analogue,146.88,146.28,25,KY,77,77,37.1684,-84.8247,SKYWARN
KN4TRV Dorton,Analogue,146.895,147.495,25,KY,,127.3,37.27679825,-82.57900238,SKYWARN
WA9SAW Worthvill,Analogue,146.895,146.295,25,KY,123,123,38.6097865,-85.0674516,
KY4X Bonnieville,Analogue,146.895,146.295,25,KY,114.8,114.8,37.37870026,-85.90299988,
KY4HS Morehead,Analogue,146.91,146.31,25,KY,,123,38.17499924,-83.39399719,SKYWARN
KG4LKY Mancheste,Analogue,146.925,146.325,25,KY,79.7,79.7,37.21459961,-83.83540344,
W4BEJ Radcliff,Analogue,146.925,146.325,25,KY,,,37.84030151,-85.94909668,
KG4DVE Ashland,Analogue,146.94,146.34,25,KY,107.2,107.2,38.38710022,-82.66220093,SKYWARN
KY4X Glasgow,Analogue,146.94,146.34,25,KY,,114.8,36.9958992,-85.91190338,
K4KTR Fairdale,Analogue,146.94,146.34,25,KY,67,67,38.07989883,-85.78829956,
KK4FWU Lexington,Analogue,146.94,146.34,25,KY,88.5,88.5,38.04750061,-84.49970245,
K4MSU Murray,Analogue,146.94,146.34,25,KY,91.5,91.5,36.61299896,-88.32230377,
WB4N Flemingsbur,Analogue,146.955,146.355,25,KY,,107.2,38.42229843,-83.7338028,
WA4GDU Henderson,Analogue,146.97,146.37,25,KY,,82.5,37.83620071,-87.58999634,
K9CKY Stanton,Analogue,146.97,146.37,25,KY,,100,37.8225689,-83.8426004,
W4BEJ Elizabetht,Analogue,146.98,146.38,25,KY,,,37.7030983,-85.86489868,
KN4CG Jonathan C,Analogue,146.985,146.385,25,KY,,123,36.808611,-88.223889,
WB4WAR Monticell,Analogue,146.995,146.395,25,KY,,88.5,36.82979965,-84.84909821,
KE4LR Shelbyvill,Analogue,147,147.6,25,KY,,173.8,38.23180008,-85.2256012,
AD4RT Irvine,Analogue,147.015,147.615,25,KY,100,100,37.70059967,-83.97380066,
K4ULE Hopkinsvil,Analogue,147.03,147.63,25,KY,103.5,103.5,36.89920044,-87.48619843,
WB4EJK Louisvill,Analogue,147.03,147.63,25,KY,,151.4,38.25270081,-85.75849915,
K4CO Edgewood,Analogue,147.03,147.63,25,KY,123,123,39.0125,-84.56292,SKYWARN
N1DTA Buffalo,Analogue,147.03,146.43,25,KY,146.2,146.2,37.482068,-85.688168,
AK4U Dorton,Analogue,147.045,147.645,25,KY,,127.3,37.28529,-82.52654,
WC4WC McKee,Analogue,147.06,147.66,25,KY,107.2,107.2,37.4301371,-83.9976858,
W4NJA Paducah,Analogue,147.06,147.66,25,KY,179.9,179.9,37.08340073,-88.59999847,SKYWARN
KY4SP Westview,Analogue,147.06,147.66,25,KY,136.5,136.5,37.69779968,-86.40820313,
N4EWW Owingsvill,Analogue,147.075,147.675,25,KY,,123,38.14619827,-83.7664032,
N4MWA Phelps,Analogue,147.09,147.69,25,KY,100,100,37.501217,-82.227639,SKYWARN
K4TG Frankfort,Analogue,147.105,147.705,25,KY,107.2,107.2,38.21289825,-84.88490295,SKYWARN
KK4KCQ Harlan,Analogue,147.105,147.705,25,KY,,103.5,36.896914,-83.31245,SKYWARN
KD4DVI Paducah,Analogue,147.12,147.72,25,KY,179.9,179.9,37.08340073,-88.59999847,
W4ZQ Winchester,Analogue,147.12,147.72,25,KY,,67,37.9377,-84.100575,SKYWARN
KE4SZK Franklin,Analogue,147.135,147.735,25,KY,,136.5,36.72230148,-86.57720184,
KD4DZE Sandy Hoo,Analogue,147.135,147.735,25,KY,,107.2,38.08649826,-83.126297,
WX4HC Radcliff,Analogue,147.15,147.75,25,KY,103.5,103.5,37.84030151,-85.94909668,
W4WSM Bowling Gr,Analogue,147.165,147.765,25,KY,100,100,36.99029922,-86.44360352,
K4KJQ Cynthiana,Analogue,147.165,147.765,25,KY,67,67,38.3774779,-84.2887726,
KE4GJG London,Analogue,147.18,147.78,25,KY,,74.4,37.15179825,-83.99440002,SKYWARN
W4CN Louisville,Analogue,147.18,147.78,25,KY,79.7,79.7,38.21585,-85.72329,
KA9SKT Wickliffe,Analogue,147.18,147.78,25,KY,88.5,88.5,36.9647754,-89.0892348,
KY4KEN Cerulean,Analogue,147.195,147.795,25,KY,,136.5,36.96070099,-87.71099854,
NM4P Columbia,Analogue,147.195,147.795,25,KY,,136.5,37.1030031,-85.3067915,
K4BKR Lynch,Analogue,147.21,147.81,25,KY,,103.5,36.921111,-82.865278,
K4HY Owensboro,Analogue,147.21,147.81,25,KY,146.2,146.2,37.7620188,-87.0831848,SKYWARN
KY4ARC Paintsvil,Analogue,147.225,147.825,25,KY,,127.3,37.8144989,-82.80709839,
KC4QK Ashland,Analogue,147.24,147.84,25,KY,,107.2,38.47840118,-82.63790131,
KY4EOC Frankfort,Analogue,147.24,147.84,25,KY,100,100,38.140713,-84.925836,SKYWARN
W4GZ Hamlin,Analogue,147.24,147.84,25,KY,91.5,91.5,36.59840012,-88.07640076,
K4CO Edgewood,Analogue,147.255,147.855,25,KY,,123,39.01869965,-84.58190155,SKYWARN
AG4BT Providence,Analogue,147.255,147.855,25,KY,,,37.39749908,-87.76280212,
N1DTA Buffalo,Analogue,147.255,147.855,25,KY,77,77,37.511889,-85.699273,
WB4EJK Louisvill,Analogue,147.27,147.87,25,KY,,151.4,38.25270081,-85.75849915,
WB4JRO Madisonvi,Analogue,147.27,147.87,25,KY,77,77,37.33729935,-87.49330139,
K4GFX Fredonia,Analogue,147.285,147.885,25,KY,100,100,37.2606612,-88.0800177,
KV4AJ Garrett,Analogue,147.3,147.9,25,KY,,88.5,37.476038,-82.797817,
KD4ADJ Mount Ste,Analogue,147.315,147.915,25,KY,100,100,38.06209946,-83.95570374,
W4WKY Dawson Spr,Analogue,147.315,147.915,25,KY,82.5,82.5,37.16730118,-87.69249725,
KY4BG Bowling Gr,Analogue,147.33,147.93,25,KY,107.2,107.2,36.99029922,-86.44360352,
KG4DVE South Por,Analogue,147.33,147.93,25,KY,107.2,107.2,38.716403,-82.998923,SKYWARN
N4MRM Pleasure R,Analogue,147.36,147.96,25,KY,,151.4,38.14289856,-85.87870026,
WB4WAR Burkesvil,Analogue,147.375,147.975,25,KY,,100,36.79029846,-85.37049866,
KN4TRV Lynch,Analogue,147.375,147.975,25,KY,79.7,79.7,36.9168,-82.9004,SKYWARN
KY4OC Crestwood,Analogue,147.39,147.99,25,KY,,151.4,38.27920151,-85.44390106,
WA4SWF Louisa,Analogue,147.39,147.99,25,KY,,127.3,38.11429977,-82.60320282,
KY4ECC Ashland,Analogue,440.6125,445.6125,25,KY,,131.8,38.451204,-82.669613,SKYWARN
N4KJU Paintsvill,Analogue,441.525,446.525,25,KY,,127.3,37.8144989,-82.80709839,
WW4KY Walton,Analogue,441.8,446.8,25,KY,,179.9,38.9032,-84.6086,
KM4JZX Mayfield,Analogue,441.875,446.875,25,KY,,179.9,36.7599595,-88.6444484,
W4PRC Winchester,Analogue,441.9,446.9,25,KY,,203.5,37.99010086,-84.17960358,
WB4N Flemingsbur,Analogue,441.95,446.95,25,KY,107.2,,38.425019,-83.633453,
W4WOO Owingsvill,Analogue,442,447,25,KY,,100,38.14479828,-83.76409912,
KD4ADJ Mount Ste,Analogue,442.05,447.05,25,KY,,,38.06209946,-83.95570374,
KB4KY Bardstown,Analogue,442.05,447.05,25,KY,D654N,D654N,37.872646,-85.371191,
W4IOD Stamping G,Analogue,442.1,447.1,25,KY,107.2,107.2,38.2898849,-84.6630338,SKYWARN
KD4KZT Dorton,Analogue,442.15,447.15,25,KY,,167.9,37.28630066,-82.52829742,
K4EK Lancaster,Analogue,442.2,447.2,25,KY,,67,37.6195246,-84.5779957,
KY4X Horse Cave,Analogue,442.225,447.225,25,KY,114.8,114.8,37.1924,-85.9017,
WM4MD Middlesbor,Analogue,442.325,447.325,25,KY,100,100,36.594153,-83.794541,
K4KYB Leitchfiel,Analogue,442.35,447.35,25,KY,103.5,103.5,37.5053888,-86.293916,
KV4NK Lynch,Analogue,442.35,447.35,25,KY,,100,36.96620178,-82.92240143,
KK4RYS Madisonvi,Analogue,442.425,447.425,25,KY,82.5,82.5,37.33760071,-87.49330139,
N4TNS Fairdale,Analogue,442.5,447.5,25,KY,D365N,D365N,38.0801845,-85.7881845,
KY4HS Morehead,Analogue,442.5,447.5,25,KY,123,123,38.18399811,-83.43270111,SKYWARN
WJ4C Hopkinsvill,Analogue,442.5,447.5,25,KY,,103.5,36.89889908,-87.48799896,
KC4FIE Madisonvi,Analogue,442.775,447.775,25,KY,82.5,82.5,37.3280983,-87.49890137,
KI4FRJ London,Analogue,442.9,447.9,25,KY,,77,37.12900162,-84.08329773,
KD4DVI Paducah,Analogue,443,448,25,KY,179.9,179.9,37.0573851,-88.6558483,
KB4KY Springfiel,Analogue,443.05,448.05,25,KY,D654N,D654N,37.718274,-85.225393,
KK2ICU Georgetow,Analogue,443.1,448.1,25,KY,100,100,38.1866032,-84.5637803,
W4WKY Dawson Spr,Analogue,443.225,448.225,25,KY,,77,37.167319,-87.693126,
KY4TB Somerset,Analogue,443.4,448.4,25,KY,136.5,136.5,37.10039902,-84.58760071,
KD9CHL Marion,Analogue,443.4,448.4,25,KY,,100,37.33214,-88.108763,
WB4N Maysville,Analogue,443.5,448.5,25,KY,,107.2,38.64120102,-83.74440002,
KI4HUS Benton,Analogue,443.5,448.5,25,KY,118.8,118.8,36.862266,-88.360497,
N4HZX Graefenbur,Analogue,443.55,448.55,25,KY,123,123,38.17860031,-85.02940369,SKYWARN
AC4DM Nancy,Analogue,443.6,448.6,25,KY,100,100,37.07170105,-84.74810028,
NE4ST Georgetown,Analogue,443.625,448.625,25,KY,141.3,141.3,38.28015,-84.56869,SKYWARN
WA4FOB Magnolia,Analogue,443.675,448.675,25,KY,,77,37.44390106,-85.74359894,
KY4KY Brooks,Analogue,443.7,448.7,25,KY,79.7,79.7,38.06359863,-85.73110199,SKYWARN
KY4WC Versailles,Analogue,443.775,448.775,25,KY,107.2,107.2,38.05329895,-84.71549988,
KY4HS Farmers,Analogue,443.8,448.8,25,KY,,123,38.1992082,-83.5469252,
K4MSU Murray,Analogue,443.8,448.8,25,KY,91.5,91.5,36.61029816,-88.31479645,
KX4DN Taylorsvil,Analogue,443.825,448.825,25,KY,118.8,118.8,38.08169937,-85.34279633,
N4KWT Louisville,Analogue,443.975,448.975,25,KY,,100,38.25270081,-85.75849915,
AD4RT Irvine,Analogue,444,449,25,KY,100,100,37.70059967,-83.97380066,
KB4PTJ Williamsb,Analogue,444.05,449.05,25,KY,,100,36.74340057,-84.15969849,
KB4PTJ Shelbyvil,Analogue,444.05,449.05,25,KY,,91.5,38.18009949,-85.11019897,SKYWARN
KD4BOH Rockport,Analogue,444.075,449.075,25,KY,,77,37.33390045,-86.99610138,
W4WSM Bowling Gr,Analogue,444.1,449.1,25,KY,100,100,36.99029922,-86.44360352,
W4MSI Oak Grove,Analogue,444.125,449.125,25,KY,D122N,D122N,36.712541,-87.485921,SKYWARN
W4KBL Princeton,Analogue,444.175,449.175,25,KY,123,123,37.13460159,-87.89679718,SKYWARN
K4CAY Hickman,Analogue,444.25,449.25,25,KY,,100,36.54947222,-89.18341667,SKYWARN
K4CO Edgewood,Analogue,444.35,449.35,25,KY,123,123,39.02402,-84.54313,SKYWARN
K4TG Lawrencebur,Analogue,444.375,449.375,25,KY,107.2,107.2,38.056527,-84.908392,
KE4LR Shelbyvill,Analogue,444.45,449.45,25,KY,,100,38.231855,-85.2261375,
KO4NQJ Lawrenceb,Analogue,444.48,449.48,25,KY,,179.9,38.012,-84.95,
K4TG Lawrencebur,Analogue,444.5,449.5,25,KY,107.2,107.2,38.077332,-84.972201,
N4MRM Pleasure R,Analogue,444.6,449.6,25,KY,,151.4,38.142856,-85.878659,
KI4NEC Richmond,Analogue,444.625,449.625,25,KY,,192.8,37.7478981,-84.29470062,
WA4GDU Henderson,Analogue,444.725,449.725,25,KY,,82.5,37.8652789,-87.5678649,
WB4WAR Monticell,Analogue,444.75,449.75,25,KY,,88.5,36.8188942,-84.786727,
N1YKT Hopkinsvil,Analogue,444.75,449.75,25,KY,88.5,88.5,36.8656008,-87.4886186,
W4BEJ Elizabetht,Analogue,444.8,449.8,25,KY,,,37.7030983,-85.86489868,
KB0BWG Wellingto,Analogue,444.8,449.8,25,KY,131.8,131.8,37.83111083,-83.54483333,
KY4MT Hazard,Analogue,444.825,449.825,12.5,KY,,103.5,37.19210052,-83.18859863,SKYWARN
K4GFX Fredonia,Analogue,444.825,449.825,25,KY,100,100,37.26,-88.08,
KY4X Bonnieville,Analogue,444.85,449.85,25,KY,114.8,114.8,37.37870026,-85.90299988,
K4KJQ Lexington,Analogue,444.875,449.875,25,KY,67,67,38.0862,-84.4889,SKYWARN
WB4IVB Corbin,Analogue,444.9,449.9,25,KY,100,100,36.94869995,-84.09690094,
KN4ZYS Louisvill,Analogue,444.9,449.9,25,KY,,100,38.07519913,-85.74739838,
KY4X Glasgow,Analogue,444.925,449.925,25,KY,,,36.9958992,-85.91190338,
